date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:55:37	59000/59000	---M--	200	added ('OK')	text/html	etag:%2254046b57-e678%22	http://teslathemes.com/demo/html/downtown/index.html	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/index.html	(from )
09:55:37	271/271	---M--	200	added ('OK')	text/plain	etag:%2256693dac-10f%22	http://teslathemes.com/robots.txt		(from )
09:55:38	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Apr%202016%2004:25:45%20GMT	http://teslathemes.com/demo/html/downtown/img/favicon/favicon-apple.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/img/favicon/favicon-apple.png	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:38	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Apr%202016%2004:25:46%20GMT	http://teslathemes.com/demo/html/downtown/img/favicon/favicon.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/img/favicon/favicon.png	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:39	121220/121220	---M--	200	added ('OK')	text/css	etag:%2253fb42a4-1d984%22	http://teslathemes.com/demo/html/downtown/css/bootstrap.css	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/css/bootstrap.css	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:40	65709/65709	---M--	200	added ('OK')	text/css	etag:%225694d59f-100ad%22	http://teslathemes.com/demo/html/downtown/css/screen.css	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/css/screen.css	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:43	30169/30169	---M--	200	added ('OK')	application/javascript	etag:%2254dc61d0-75d9%22	http://teslathemes.com/demo/html/downtown/js/modernizr.js	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/js/modernizr.js	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:43	24907/24907	---M--	200	added ('OK')	text/html	etag:%2254046bc5-614b%22	http://teslathemes.com/demo/html/downtown/chiefs.html	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/chiefs.html	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:44	9377/9377	---M--	200	added ('OK')	text/html	etag:%2254046bfe-24a1%22	http://teslathemes.com/demo/html/downtown/error.html	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/error.html	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:45	32046/32046	---M--	200	added ('OK')	text/html	etag:%2254047422-7d2e%22	http://teslathemes.com/demo/html/downtown/menu.html	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/menu.html	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:45	16238/16238	---M--	200	added ('OK')	text/html	etag:%2253fb42d7-3f6e%22	http://teslathemes.com/demo/html/downtown/recipe.html	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/recipe.html	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:46	17523/17523	---M--	200	added ('OK')	text/html	etag:%2254047422-4473%22	http://teslathemes.com/demo/html/downtown/booking.html	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/booking.html	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:47	29798/29798	---M--	200	added ('OK')	text/html	etag:%22540474a8-7466%22	http://teslathemes.com/demo/html/downtown/blog.html	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/blog.html	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:48	12290/12290	---M--	200	added ('OK')	text/html	etag:%2256961cf1-3002%22	http://teslathemes.com/demo/html/downtown/contact.html	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/contact.html	(from http://teslathemes.com/demo/html/downtown/index.html)
09:55:49	15665/15665	---M--	200	added ('OK')	image/png	etag:%2253fb42b5-3d31%22	http://teslathemes.com/demo/html/downtown/images/downtown-logo.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/downtown-logo.png	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:02	85535/85535	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42c2-14e1f%22	http://teslathemes.com/demo/html/downtown/images/services/ideal-place.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/services/ideal-place.jpg	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:04	99497/99497	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42c0-184a9%22	http://teslathemes.com/demo/html/downtown/images/services/best-cousine.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/services/best-cousine.jpg	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:05	31276/31276	---M--	200	added ('OK')	text/html	etag:%2253fb42d6-7a2c%22	http://teslathemes.com/demo/html/downtown/post.html	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/post.html	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:10	127307/127307	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42c1-1f14b%22	http://teslathemes.com/demo/html/downtown/images/services/good-rest.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/services/good-rest.jpg	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:11	130674/130674	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ae-1fe72%22	http://teslathemes.com/demo/html/downtown/images/dish-of-day.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dish-of-day.jpg	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:14	66643/66643	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42b1-10453%22	http://teslathemes.com/demo/html/downtown/images/dishes/donut-with-scrambled-eggs.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/donut-with-scrambled-eggs.jpg	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:14	51196/51196	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42b0-c7fc%22	http://teslathemes.com/demo/html/downtown/images/dishes/cookies-with-honey-cream.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/cookies-with-honey-cream.jpg	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:16	14106/14106	---M--	200	added ('OK')	image/png	etag:%2253fb42b5-371a%22	http://teslathemes.com/demo/html/downtown/images/downtown-white-logo.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/downtown-white-logo.png	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:19	49637/49637	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42b2-c1e5%22	http://teslathemes.com/demo/html/downtown/images/dishes/mascarpone-mousse.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/mascarpone-mousse.jpg	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:20	66203/66203	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42b3-1029b%22	http://teslathemes.com/demo/html/downtown/images/dishes/sandwiches-with-fried-bacon.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/sandwiches-with-fried-bacon.jpg	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:23	13510/13510	---M--	200	added ('OK')	application/javascript	etag:%22569dfd48-34c6%22	http://teslathemes.com/demo/html/downtown/js/options.js	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/js/options.js	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:25	57209/57209	---M--	200	added ('OK')	application/javascript	etag:%2254dc61d0-df79%22	http://teslathemes.com/demo/html/downtown/js/bootstrap.js	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/js/bootstrap.js	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:27	84245/-1	---M--	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js	C:/Users/nishant/Documents/downtown/downtown/ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js	(from http://teslathemes.com/demo/html/downtown/index.html)
09:56:29	36701/-1	---M--	200	added ('OK')	text/html	date:Sun,%2010%20Apr%202016%2004:26:31%20GMT	http://teslathemes.com/demo/html/downtown/fonts/glyphicons-halflings-regular.eot	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/fonts/glyphicons-halflings-regular.html	(from http://teslathemes.com/demo/html/downtown/css/bootstrap.css)
09:56:31	36701/-1	---M--	200	added ('OK')	text/html	date:Sun,%2010%20Apr%202016%2004:26:33%20GMT	http://teslathemes.com/demo/html/downtown/fonts/glyphicons-halflings-regular.eot?	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/fonts/glyphicons-halflings-regulard41d.html	(from http://teslathemes.com/demo/html/downtown/css/bootstrap.css)
09:56:34	36701/-1	---M--	200	added ('OK')	text/html	date:Sun,%2010%20Apr%202016%2004:26:36%20GMT	http://teslathemes.com/demo/html/downtown/fonts/glyphicons-halflings-regular.woff	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/fonts/glyphicons-halflings-regular-2.html	(from http://teslathemes.com/demo/html/downtown/css/bootstrap.css)
09:56:34	1143/1143	---M--	200	added ('OK')	image/png	etag:%2253fb42b8-477%22	http://teslathemes.com/demo/html/downtown/images/icons/menu-icon.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/icons/menu-icon.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:56:35	36701/-1	---M--	200	added ('OK')	text/html	date:Sun,%2010%20Apr%202016%2004:26:38%20GMT	http://teslathemes.com/demo/html/downtown/fonts/glyphicons-halflings-regular.ttf	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/fonts/glyphicons-halflings-regular-3.html	(from http://teslathemes.com/demo/html/downtown/css/bootstrap.css)
09:56:38	36701/-1	---M--	200	added ('OK')	text/html	date:Sun,%2010%20Apr%202016%2004:26:40%20GMT	http://teslathemes.com/demo/html/downtown/fonts/glyphicons-halflings-regular.svg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/fonts/glyphicons-halflings-regular-4.html	(from http://teslathemes.com/demo/html/downtown/css/bootstrap.css)
09:56:43	53825/53825	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42c4-d241%22	http://teslathemes.com/demo/html/downtown/images/slider-background2.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/slider-background2.jpg	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:56:43	397/397	---M--	200	added ('OK')	image/png	etag:%2253fb42b7-18d%22	http://teslathemes.com/demo/html/downtown/images/icons/arrow-right-sprite.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/icons/arrow-right-sprite.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:56:44	765/765	---M--	200	added ('OK')	image/png	etag:%2253fb42b7-2fd%22	http://teslathemes.com/demo/html/downtown/images/icons/arrows-sprite.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/icons/arrows-sprite.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:56:47	57919/57919	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42c4-e23f%22	http://teslathemes.com/demo/html/downtown/images/slider-background.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/slider-background.jpg	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:56:48	3804/3804	---M--	200	added ('OK')	image/png	etag:%2253fb42c2-edc%22	http://teslathemes.com/demo/html/downtown/images/services/services-sprite.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/services/services-sprite.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:56:49	1883/1883	---M--	200	added ('OK')	image/png	etag:%2253fb42c0-75b%22	http://teslathemes.com/demo/html/downtown/images/services/best-cousine-icon.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/services/best-cousine-icon.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:56:50	93295/93295	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42c4-16c6f%22	http://teslathemes.com/demo/html/downtown/images/slider-background3.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/slider-background3.jpg	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:56:56	245126/245126	---M--	200	added ('OK')	application/javascript	etag:%2254dc61d0-3bd86%22	http://teslathemes.com/demo/html/downtown/js/plugins.js	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/js/plugins.js	(from http://teslathemes.com/demo/html/downtown/index.html)
09:57:01	75455/75455	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ba-126bf%22	http://teslathemes.com/demo/html/downtown/images/offer-background.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/offer-background.jpg	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:01	26479/26479	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ca-676f%22	http://teslathemes.com/demo/html/downtown/images/visit-us-background.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/visit-us-background.jpg	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:01	69474/69474	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42aa-10f62%22	http://teslathemes.com/demo/html/downtown/images/best-offer.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/best-offer.jpg	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:03	125039/125039	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42c3-1e86f%22	http://teslathemes.com/demo/html/downtown/images/services-background.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/services-background.jpg	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:04	1622/1622	---M--	200	added ('OK')	image/png	etag:%2253fb42b8-656%22	http://teslathemes.com/demo/html/downtown/images/icons/dish-icon.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/icons/dish-icon.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:04	678/678	---M--	200	added ('OK')	image/png	etag:%2253fb42c3-2a6%22	http://teslathemes.com/demo/html/downtown/images/slide-arrow-sprite.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/slide-arrow-sprite.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:05	1491/1491	---M--	200	added ('OK')	image/png	etag:%2253fb42b9-5d3%22	http://teslathemes.com/demo/html/downtown/images/icons/zoom-icon.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/icons/zoom-icon.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:06	4303/4303	---M--	200	added ('OK')	image/png	etag:%2253fb42b6-10cf%22	http://teslathemes.com/demo/html/downtown/images/error404-background.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/error404-background.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:06	27461/27461	---M--	200	added ('OK')	image/png	etag:%2253fb42aa-6b45%22	http://teslathemes.com/demo/html/downtown/images/chief-background.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/chief-background.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:07	1108/1108	---M--	200	added ('OK')	image/png	etag:%2253fb42c8-454%22	http://teslathemes.com/demo/html/downtown/images/socials/share-sprite.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/socials/share-sprite.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:07	43819/43819	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ab-ab2b%22	http://teslathemes.com/demo/html/downtown/images/chief.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/chief.jpg	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:07	1336/1336	---M--	200	added ('OK')	image/png	etag:%2253fb42b8-538%22	http://teslathemes.com/demo/html/downtown/images/icons/mail.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/icons/mail.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:08	1168/1168	---M--	200	added ('OK')	image/png	etag:%2253fb42b8-490%22	http://teslathemes.com/demo/html/downtown/images/icons/phone.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/icons/phone.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:08	1460/1460	---M--	200	added ('OK')	image/png	etag:%2253fb42b7-5b4%22	http://teslathemes.com/demo/html/downtown/images/icons/address.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/icons/address.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:08	1373/1373	---M--	200	added ('OK')	image/png	etag:%2253fb42bf-55d%22	http://teslathemes.com/demo/html/downtown/images/search-icon.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/search-icon.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:09	2154/2154	---M--	200	added ('OK')	image/png	etag:%2253fb42b9-86a%22	http://teslathemes.com/demo/html/downtown/images/icons/tweet-icon.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/icons/tweet-icon.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:09	195/195	---M--	200	added ('OK')	image/png	etag:%22540477c7-c3%22	http://teslathemes.com/demo/html/downtown/images/icons/down-arrow.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/icons/down-arrow.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:09	1935/1935	---M--	200	added ('OK')	image/png	etag:%2253fb42c5-78f%22	http://teslathemes.com/demo/html/downtown/images/socials/chiefs-social-sprite.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/socials/chiefs-social-sprite.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:10	8264/8264	---M--	200	added ('OK')	image/png	etag:%2253fb42c9-2048%22	http://teslathemes.com/demo/html/downtown/images/socials/social-sprite.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/socials/social-sprite.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:11	2608/2608	---M--	200	added ('OK')	image/gif	etag:%2253fb42cc-a30%22	http://teslathemes.com/demo/html/downtown/images/zoom/loader.gif	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/zoom/loader.gif	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:11	729/729	---M--	200	added ('OK')	image/png	etag:%2253fb42cb-2d9%22	http://teslathemes.com/demo/html/downtown/images/zoom/icons.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/zoom/icons.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:16	24840/24840	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ba-6108%22	http://teslathemes.com/demo/html/downtown/images/our-chiefs.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/our-chiefs.jpg	(from http://teslathemes.com/demo/html/downtown/chiefs.html)
09:57:17	8913/8913	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ad-22d1%22	http://teslathemes.com/demo/html/downtown/images/chiefs/john-stone.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/chiefs/john-stone.jpg	(from http://teslathemes.com/demo/html/downtown/chiefs.html)
09:57:19	5785/5785	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ac-1699%22	http://teslathemes.com/demo/html/downtown/images/chiefs/alex-webber.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/chiefs/alex-webber.jpg	(from http://teslathemes.com/demo/html/downtown/chiefs.html)
09:57:20	8343/8343	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ad-2097%22	http://teslathemes.com/demo/html/downtown/images/chiefs/boris-baker.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/chiefs/boris-baker.jpg	(from http://teslathemes.com/demo/html/downtown/chiefs.html)
09:57:20	67840/67840	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42bb-10900%22	http://teslathemes.com/demo/html/downtown/images/paralax-background.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/paralax-background.jpg	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:22	9881/9881	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ad-2699%22	http://teslathemes.com/demo/html/downtown/images/chiefs/jessica-alba.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/chiefs/jessica-alba.jpg	(from http://teslathemes.com/demo/html/downtown/chiefs.html)
09:57:22	11117/11117	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ac-2b6d%22	http://teslathemes.com/demo/html/downtown/images/chiefs/bill-murrey.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/chiefs/bill-murrey.jpg	(from http://teslathemes.com/demo/html/downtown/chiefs.html)
09:57:24	10627/10627	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42ac-2983%22	http://teslathemes.com/demo/html/downtown/images/chiefs/alex-warren.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/chiefs/alex-warren.jpg	(from http://teslathemes.com/demo/html/downtown/chiefs.html)
09:57:29	151050/151050	---M--	200	added ('OK')	image/png	etag:%2253fb42b6-24e0a%22	http://teslathemes.com/demo/html/downtown/images/error404-background-image.png	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/error404-background-image.png	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:29	33710/33710	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42b3-83ae%22	http://teslathemes.com/demo/html/downtown/images/dishes/sauce-seafood.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/sauce-seafood.jpg	(from http://teslathemes.com/demo/html/downtown/menu.html)
09:57:29	188934/188934	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42cb-2e206%22	http://teslathemes.com/demo/html/downtown/images/wood-background.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/wood-background.jpg	(from http://teslathemes.com/demo/html/downtown/css/screen.css)
09:57:34	76281/76281	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42b2-129f9%22	http://teslathemes.com/demo/html/downtown/images/dishes/pizza-with-mozzarella.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/pizza-with-mozzarella.jpg	(from http://teslathemes.com/demo/html/downtown/menu.html)
09:57:37	53237/53237	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42b0-cff5%22	http://teslathemes.com/demo/html/downtown/images/dishes/crispy-bacon-sandwich.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/crispy-bacon-sandwich.jpg	(from http://teslathemes.com/demo/html/downtown/menu.html)
09:57:38	50353/50353	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42b2-c4b1%22	http://teslathemes.com/demo/html/downtown/images/dishes/sandwiches-fried-bacon.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/sandwiches-fried-bacon.jpg	(from http://teslathemes.com/demo/html/downtown/menu.html)
09:57:41	70975/70975	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42af-1153f%22	http://teslathemes.com/demo/html/downtown/images/dishes/barbecue-salmon.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/barbecue-salmon.jpg	(from http://teslathemes.com/demo/html/downtown/menu.html)
09:57:42	31118/31118	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42b1-798e%22	http://teslathemes.com/demo/html/downtown/images/dishes/icecream.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/icecream.jpg	(from http://teslathemes.com/demo/html/downtown/menu.html)
09:57:47	58050/58050	---M--	200	added ('OK')	image/jpeg	etag:%2253fb42b4-e2c2%22	http://teslathemes.com/demo/html/downtown/images/dishes/vegetables.jpg	C:/Users/nishant/Documents/downtown/downtown/teslathemes.com/demo/html/downtown/images/dishes/vegetables.jpg	(from http://teslathemes.com/demo/html/downtown/menu.html)
